,Unnamed: 0,Title,Company,Job_Type,Job_Link,Details,Day_Posted,Country,Governorate,City,Class,score
242,242,Security Engineer (6th of October),El-Sewedy Electrometer,Full Time,https://wuzzuf.net/jobs/p/gQQX44JLkBqa-Security-Engineer-6th-of-October-El-Sewedy-Electrometer-Giza-Egypt,"El-Sewedy Electrometer - 6th of October, Giza, Egypt 4 days ago",4 days ago,Egypt, Giza,,Data Entry,0.18934306502342224
243,243,Financial Analyst - Investments & Banking,Talaat Moustafa Group,Full Time,https://wuzzuf.net/jobs/p/dQoGlEub90wf-Financial-Analyst---Investments-Banking-Talaat-Moustafa-Group-Giza-Egypt,"Talaat Moustafa Group - Dokki, Giza, Egypt 4 days ago",4 days ago,Egypt, Giza,Dokki,Business Analyst,0.4101605713367462
244,244,General Accountant,Sindi,Full Time,https://wuzzuf.net/jobs/p/C39evR8tzM7N-General-Accountant-Sindi-Giza-Egypt,"Sindi - Giza, Egypt 5 days ago",5 days ago,Egypt,Giza,,Business Analyst,0.3577274978160858
245,245,H&S Continuous Improvement Lead,Lafarge,Full Time,https://wuzzuf.net/jobs/p/5dQEwUm4RH9M-HS-Continuous-Improvement-Lead-Lafarge-Suez-Egypt,"Lafarge - Ain Sokhna, Suez, Egypt 5 days ago",5 days ago,Egypt, Suez,Ain Sokhna,Business Analyst,0.2763051986694336
246,246,Key Account specialist - Medical Sales Representative,Life Business International Group ,Full Time,https://wuzzuf.net/jobs/p/BudxfNd8ZqQq-Key-Account-specialist---Medical-Sales-Representative-Life-Business-International-Group-Cairo-Egypt,"Life Business International Group  - Cairo, Egypt 5 days ago",5 days ago,Egypt,Cairo,,Business Analyst,0.2771413326263428
247,247,Financial Analyst,DAF Holding,Full Time,https://wuzzuf.net/jobs/p/a7HukLx2UYXL-Financial-Analyst-DAF-Holding-Cairo-Egypt,"DAF Holding - Cairo, Egypt 5 days ago",5 days ago,Egypt,Cairo,,Business Analyst,0.3342369794845581
248,248,Planning Specialist,Men's Club,Full Time,https://wuzzuf.net/jobs/p/bclBoJSgQ3pa-Planning-Specialist-Mens-Club-Cairo-Egypt,"Men's Club - Shubra, Cairo, Egypt 5 days ago",5 days ago,Egypt, Cairo,Shubra,Business Analyst,0.5441503524780273
249,249,HR Specialist (Recruitment and follow up),International Smart for Education Services - ISES,Full Time,https://wuzzuf.net/jobs/p/ZgK14R0GSz8Q-HR-Specialist-Recruitment-and-follow-up-International-Smart-for-Education-Services---ISES-Cairo-Egypt,"International Smart for Education Services - ISES - Mokattam, Cairo, Egypt 5 days ago",5 days ago,Egypt, Cairo,Mokattam,Business Analyst,0.262603759765625
250,250,Marketing Specialist,Union Coatings & Chemical Industries,Full Time,https://wuzzuf.net/jobs/p/77sIn0OQ1uh1-Marketing-Specialist-Union-Coatings-Chemical-Industries-Cairo-Egypt,"Union Coatings & Chemical Industries - Heliopolis, Cairo, Egypt 17 days ago",,Egypt, Cairo,,Business Analyst,0.3644478917121887
251,251,Business Coordinator (Corporate Development Department),Confidential,Full Time,https://wuzzuf.net/jobs/p/BUnFGq43G4ww-Business-Coordinator-Corporate-Development-Department-Cairo-Egypt,"Confidential - Nasr City, Cairo, Egypt 21 days ago",,Egypt, Cairo,Nasr City,Business Analyst,0.46090590953826904
252,252,Odoo Developer,BBI-Consultancy,Full Time,https://wuzzuf.net/jobs/p/cFscaYRLsWUP-Odoo-Developer-BBI-Consultancy-Cairo-Egypt,"BBI-Consultancy - Nasr City, Cairo, Egypt 6 days ago",6 days ago,Egypt, Cairo,Nasr City,Data Engineer,0.20893631875514984
253,253,Accountant,EGID company,Full Time,https://wuzzuf.net/jobs/p/jct3aOnxpxuO-Accountant-EGID-company-Cairo-Egypt,"EGID company - New Cairo, Cairo, Egypt 6 days ago",6 days ago,Egypt, Cairo,New Cairo,Business Analyst,0.4310828149318695
254,254,Recruitment & OD Specialist - Construction Experience,Forward Contractors-Real Estate,Full Time,https://wuzzuf.net/jobs/p/hxWS9175v4xq-Recruitment-OD-Specialist---Construction-Experience-Forward-Contractors-Real-Estate-Cairo-Egypt,"Forward Contractors-Real Estate - Heliopolis, Cairo, Egypt 6 days ago",6 days ago,Egypt, Cairo,,Business Analyst,0.19832177460193634
255,255,Senior Flutter Developer - iOS/Swift Background,GET Group- Egypt,Full Time,https://wuzzuf.net/jobs/p/0S6HVBrxqmwa-Senior-Flutter-Developer---iOSSwift-Background-GET-Group--Egypt-Cairo-Egypt,"GET Group- Egypt - Heliopolis, Cairo, Egypt 6 days ago",6 days ago,Egypt, Cairo,,Data Entry,0.19869469106197357
256,256,Senior Human Resources Generalist,Ixina Kitchens,Full Time,https://wuzzuf.net/jobs/p/vzH0Tqpj1Rbl-Senior-Human-Resources-Generalist-Ixina-Kitchens-Cairo-Egypt,"Ixina Kitchens - Zamalek, Cairo, Egypt 6 days ago",6 days ago,Egypt, Cairo,Zamalek,Business Analyst,0.27976635098457336
257,257,System Senior Specialist,Etisalat Egypt,Full Time,https://wuzzuf.net/jobs/p/il6kDiF49xwP-System-Senior-Specialist-Etisalat-Egypt-Cairo-Egypt,"Etisalat Egypt - New Cairo, Cairo, Egypt 23 days ago",,Egypt, Cairo,New Cairo,Business Analyst,0.28977251052856445
258,258,Payroll Specialist,El-Mohandes Coating & Solvents,Full Time,https://wuzzuf.net/jobs/p/2XlmubMhi9Wu-Payroll-Specialist-El-Mohandes-Coating-Solvents-Alexandria-Egypt,"El-Mohandes Coating & Solvents - Alexandria, Egypt 7 days ago",7 days ago,Egypt,Alexandria,,Business Analyst,0.27340275049209595
259,259,Senior Android Software Development Engineer,Kenzz,Full Time,https://wuzzuf.net/jobs/p/4TgstALaHdGG-Senior-Android-Software-Development-Engineer-Kenzz-Cairo-Egypt,"Kenzz - Cairo, Egypt 18 days ago",,Egypt,Cairo,,Data Architect,0.20575816929340363
260,260,Treasury Accountant (Cashier),Delta Capital for Urban Development,Full Time,https://wuzzuf.net/jobs/p/llutaQ2ZLKwo-Treasury-Accountant-Cashier-Delta-Capital-for-Urban-Development-Giza-Egypt,"Delta Capital for Urban Development - Dokki, Giza, Egypt 18 days ago",,Egypt, Giza,Dokki,Business Analyst,0.24938011169433594
261,261,Factory Manager,Confidential,Full Time,https://wuzzuf.net/jobs/p/LQHeHt3uA4wP-Factory-Manager-Cairo-Egypt,"Confidential - Badr City, Cairo, Egypt 8 days ago",8 days ago,Egypt, Cairo,Badr City,Data Entry,0.2770046889781952
262,262,Personnel Specialist,New Star,Full Time,https://wuzzuf.net/jobs/p/nycPwCwfjANz-Personnel-Specialist-New-Star-Cairo-Egypt,"New Star - Heliopolis, Cairo, Egypt 18 days ago",,Egypt, Cairo,,Business Analyst,0.2216026782989502
263,263,Media Buyer (Experienced),Ø§Ù„Ù†Ø§Ø¬Ø­ Ù„Ù„Ø®Ø¯Ù…Ø§Øª Ø§Ù„Ø·Ù„Ø§Ø¨ÙŠØ© ,Full Time,https://wuzzuf.net/jobs/p/eJ2J9cG0jpvO-Media-Buyer-Experienced-Ø§Ù„Ù†Ø§Ø¬Ø­-Ù„Ù„Ø®Ø¯Ù…Ø§Øª-Ø§Ù„Ø·Ù„Ø§Ø¨ÙŠØ©-Cairo-Egypt,"Ø§Ù„Ù†Ø§Ø¬Ø­ Ù„Ù„Ø®Ø¯Ù…Ø§Øª Ø§Ù„Ø·Ù„Ø§Ø¨ÙŠØ©  - Mokattam, Cairo, Egypt 18 days ago",,Egypt, Cairo,Mokattam,Business Analyst,0.25324124097824097
264,264,Financial and decision Analyst,Chevron Corporation,Full Time,https://wuzzuf.net/jobs/p/XEdqm4hjHjJo-Financial-and-decision-Analyst-Chevron-Corporation-Cairo-Egypt,"Chevron Corporation - Cairo, Egypt 28 days ago",,Egypt,Cairo,,Business Analyst,0.870110034942627
265,265,Quality Assurance Analyst,Confidential,Full Time,https://wuzzuf.net/jobs/p/z0ThgKesDnWh-Quality-Assurance-Analyst-Cairo-Egypt,"Confidential - Shorouk City, Cairo, Egypt 19 days ago",,Egypt, Cairo,,Business Analyst,0.18877896666526794
266,266,senior backend node.js developer,Confidential,Full Time,https://wuzzuf.net/jobs/p/CUrUhMIkZtfY-senior-backend-nodejs-developer-Giza-Egypt,"Confidential - Hadayek Alahram, Giza, Egypt 10 days ago",,Egypt, Giza,Hadayek Alahram,Data Entry,0.19540373980998993
267,267,Infrastructure Services Manager,Eg Insurtech,Full Time,https://wuzzuf.net/jobs/p/JCXp9IeCVWv4-Infrastructure-Services-Manager-Eg-Insurtech-Cairo-Egypt,"Eg Insurtech - Cairo, Egypt 10 days ago",,Egypt,Cairo,,Data Entry,0.19896481931209564
268,268,ONROLL HR RECRUITER,Career Options Africa Group,Full Time,https://wuzzuf.net/jobs/p/bqSG79BB4aEK-ONROLL-HR-RECRUITER-Career-Options-Africa-Group-Cairo-Egypt,"Career Options Africa Group - Cairo, Egypt 10 days ago",,Egypt,Cairo,,Business Analyst,0.2585718631744385
269,269,Quality Assurance Specialist,Elle cosmetics,Full Time,https://wuzzuf.net/jobs/p/bFd1grysTg4W-Quality-Assurance-Specialist-Elle-cosmetics-Giza-Egypt,"Elle cosmetics - 6th of October, Giza, Egypt 11 days ago",,Egypt, Giza,,Business Analyst,0.21423818171024323
270,270,Senior Native Android App Developer,Enegix,Full Time,https://wuzzuf.net/jobs/p/tobUU8EhboLT-Senior-Native-Android-App-Developer-Enegix-Alexandria-Egypt,"Enegix - Alexandria, Egypt 11 days ago",,Egypt,Alexandria,,Business Analyst,0.20226502418518066
271,271,Projects Control Engineer,IGI-Group,Full Time,https://wuzzuf.net/jobs/p/IugJsGycARvu-Projects-Control-Engineer-IGI-Group-Giza-Egypt,"IGI-Group - 6th of October, Giza, Egypt 25 days ago",,Egypt, Giza,,Business Analyst,0.2005249708890915
272,272,E-Commerce Sales Specialist,Confidential,Full Time,https://wuzzuf.net/jobs/p/NqUAvpfCrBQ6-E-Commerce-Sales-Specialist-Giza-Egypt,"Confidential - 6th of October, Giza, Egypt 11 days ago",,Egypt, Giza,,Business Analyst,0.2322838306427002
273,273,Contract Management Specialist - Healthcare Provider,InitRes,Full Time,https://wuzzuf.net/jobs/p/BFk1RfTFass2-Contract-Management-Specialist---Healthcare-Provider-InitRes-Cairo-Egypt,"InitRes - Cairo, Egypt 11 days ago",,Egypt,Cairo,,Business Analyst,0.22758790850639343
274,274,Odoo Developer,3D Diagnostix,Full Time,https://wuzzuf.net/jobs/p/LDl51UNI6tkU-Odoo-Developer-3D-Diagnostix-Cairo-Egypt,"3D Diagnostix - Maadi, Cairo, Egypt 23 days ago",,Egypt, Cairo,Maadi,Data Engineer,0.20893631875514984
275,275,Senior Estimator faÃ§ade Engineer,AluNile,Full Time,https://wuzzuf.net/jobs/p/fD1gRGxqDFPt-Senior-Estimator-faÃ§ade-Engineer-AluNile-Giza-Egypt,"AluNile - Mohandessin, Giza, Egypt 12 days ago",,Egypt, Giza,Mohandessin,Business Analyst,0.40079113841056824
276,276,Senior Full Stack Web Developer,Mimocodes,Full Time,https://wuzzuf.net/jobs/p/YW25Xd9K7pIV-Senior-Full-Stack-Web-Developer-Mimocodes-Cairo-Egypt,"Mimocodes - Maadi, Cairo, Egypt 20 days ago",,Egypt, Cairo,Maadi,Business Analyst,0.25762125849723816
277,277,Researcher - English Speaker,Confidential,Full Time,https://wuzzuf.net/jobs/p/8GGAB06lvYjd-Researcher---English-Speaker-Cairo-Egypt,"Confidential - Nasr City, Cairo, Egypt 20 days ago",,Egypt, Cairo,Nasr City,Business Analyst,0.19213980436325073
278,278,Researcher - French Speaker,Confidential,Full Time,https://wuzzuf.net/jobs/p/k7xSlgmrZumI-Researcher---French-Speaker-Cairo-Egypt,"Confidential - Nasr City, Cairo, Egypt 20 days ago",,Egypt, Cairo,Nasr City,Data Analyst,0.18363803625106812
279,279,Event Marketing Specialist,classera,Full Time,https://wuzzuf.net/jobs/p/DgPNrnJ62OX5-Event-Marketing-Specialist-classera-Cairo-Egypt,"classera - New Cairo, Cairo, Egypt 12 days ago",,Egypt, Cairo,New Cairo,Business Analyst,0.23670989274978638
280,280,Senior Financial Planning and Analysis,Ascom,Full Time,https://wuzzuf.net/jobs/p/57P6qBLhFlBW-Senior-Financial-Planning-and-Analysis-Ascom-Cairo-Egypt,"Ascom - Maadi, Cairo, Egypt 12 days ago",,Egypt, Cairo,Maadi,Business Analyst,0.6820843815803528
281,281,IT systems Engineer,Mercury Visual Solutions ,Full Time,https://wuzzuf.net/jobs/p/jemn178qTMPI-IT-systems-Engineer-Mercury-Visual-Solutions-Cairo-Egypt,"Mercury Visual Solutions  - Cairo, Egypt 12 days ago",,Egypt,Cairo,,Data Architect,0.20371165871620178
282,282,Employee Relations Manager,Confidential,Full Time,https://wuzzuf.net/jobs/p/vzbTeamu4lAx-Employee-Relations-Manager-Cairo-Egypt,"Confidential - Nasr City, Cairo, Egypt 12 days ago",,Egypt, Cairo,Nasr City,Business Analyst,0.2405969351530075
283,283,Cost Accountant Specialist (Pricing),Rotografia,Full Time,https://wuzzuf.net/jobs/p/purLYKjoytbs-Cost-Accountant-Specialist-Pricing-Rotografia-Giza-Egypt,"Rotografia - Sheikh Zayed, Giza, Egypt 12 days ago",,Egypt, Giza,Sheikh Zayed,Business Analyst,0.34653156995773315
284,284,Customer Value Management Assistant Manager,Fawry for Banking Technology and Electronic Payments S.A.E,Full Time,https://wuzzuf.net/jobs/p/ulbUw8W0hj5N-Customer-Value-Management-Assistant-Manager-Fawry-for-Banking-Technology-and-Electronic-Payments-S-A-E-Giza-Egypt,"Fawry for Banking Technology and Electronic Payments S.A.E - Smart Village, Giza, Egypt 12 days ago",,Egypt, Giza,Smart Village,Business Analyst,0.33400624990463257
285,285,E -Commerce Section Head,Confidential,Full Time,https://wuzzuf.net/jobs/p/wCcASc0AdG98-E--Commerce-Section-Head-Giza-Egypt,"Confidential - Faisal, Giza, Egypt 12 days ago",,Egypt, Giza,Faisal,Data Entry,0.25821825861930847
286,286,Network Engineer,"The Micro, Small & Medium Enterprise Development Agency ",Full Time,https://wuzzuf.net/jobs/p/DcUQXsmIhizh-Network-Engineer-The-Micro-Small-Medium-Enterprise-Development-Agency-Giza-Egypt,"The Micro, Small & Medium Enterprise Development Agency  - Dokki, Giza, Egypt 12 days ago",,Egypt, Giza,Dokki,Data Analyst,0.1946149468421936
287,287,Sensor Systems - Operational Excellence Engineer,Si-Ware System,Full Time,https://wuzzuf.net/jobs/p/0BBqGsQq56ZU-Sensor-Systems---Operational-Excellence-Engineer-Si-Ware-System-Cairo-Egypt,"Si-Ware System - Cairo, Egypt 24 days ago",,Egypt,Cairo,,Data Engineer,0.20243895053863525
288,288,Information Technology Officer,Upwyde,Full Time,https://wuzzuf.net/jobs/p/0qLckTcSUtok-Information-Technology-Officer-Upwyde-Cairo-Egypt,"Upwyde - New Cairo, Cairo, Egypt 13 days ago",,Egypt, Cairo,New Cairo,Data Entry,0.19553567469120026
289,289,Oracle Apex Developer,Premier Services and Recruitment Overseas ,Full Time,https://wuzzuf.net/jobs/p/soJhMjfTCSD4-Oracle-Apex-Developer-Premier-Services-and-Recruitment-Overseas-Cairo-Egypt,"Premier Services and Recruitment Overseas  - Maadi, Cairo, Egypt 13 days ago",,Egypt, Cairo,Maadi,Data Scientist,0.2778027057647705
290,290,Senior Golang Developer,CrossWorkers,Full Time,https://wuzzuf.net/jobs/p/k8vweU59Xi2n-Senior-Golang-Developer-CrossWorkers-Cairo-Egypt,"CrossWorkers - New Cairo, Cairo, Egypt 13 days ago",,Egypt, Cairo,New Cairo,Data Architect,0.20585009455680847
293,293,Odoo Analyst,3D Diagnostix,Full Time,https://wuzzuf.net/jobs/p/jOCvYivX59LA-Odoo-Analyst-3D-Diagnostix-Cairo-Egypt,"3D Diagnostix - Maadi, Cairo, Egypt 24 days ago",,Egypt, Cairo,Maadi,Data Scientist,0.32286393642425537
294,294,Senior HR Specialist,Confidential,Full Time,https://wuzzuf.net/jobs/p/AWR0MrKnoB0m-Senior-HR-Specialist-Cairo-Egypt,"Confidential - Nasr City, Cairo, Egypt 21 days ago",,Egypt, Cairo,Nasr City,Business Analyst,0.28908810019493103
295,295,ERP Administrator,Premier Services and Recruitment,Full Time,https://wuzzuf.net/jobs/p/urJpCPjIKEhf-ERP-Administrator-Premier-Services-and-Recruitment-Cairo-Egypt,"Premier Services and Recruitment - Maadi, Cairo, Egypt 21 days ago",,Egypt, Cairo,Maadi,Data Entry,0.2537155747413635
296,296,Sr. DBA Admin,egabi solutions,Full Time,https://wuzzuf.net/jobs/p/SXc92G1ASEIO-Sr-DBA-Admin-egabi-solutions-Cairo-Egypt,"egabi solutions - Sheraton, Cairo, Egypt 13 days ago",,Egypt, Cairo,Sheraton,Business Analyst,0.778605580329895
297,297,Full Stack developer - .NET Core & Angular,Spatium Software,Full Time,https://wuzzuf.net/jobs/p/DbaA9edJvJRQ-Full-Stack-developer---NET-Core-Angular-Spatium-Software-Assiut-Egypt,"Spatium Software - Assuit, Assiut, Egypt 13 days ago",,Egypt, Assiut,,Data Entry,0.20020799338817596
298,298,ARC GIS Developer - Mansoura,qTech. ,Full Time,https://wuzzuf.net/jobs/p/ymEkDwqb8LPL-ARC-GIS-Developer---Mansoura-qTech-Dakahlia-Egypt,"qTech.  - Mansoura, Dakahlia, Egypt 1 month ago",,Egypt, Dakahlia,Mansoura,Data Scientist,0.2585482597351074
299,299,Business Analyst - Commercial Business Control,Heineken,Full Time,https://wuzzuf.net/jobs/p/HAeMEeOr5Yc9-Business-Analyst---Commercial-Business-Control-Heineken-Cairo-Egypt,"Heineken - Cairo, Egypt 22 days ago",,Egypt,Cairo,,Business Analyst,0.9802818298339844
300,300,accountant,Confidential,Full Time,https://wuzzuf.net/jobs/p/NVVmkNK4xpid-accountant-Cairo-Egypt,"Confidential - Zamalek, Cairo, Egypt 15 days ago",,Egypt, Cairo,Zamalek,Business Analyst,0.37511494755744934
301,301,Regional Researcher - Feminist Political Economy and Ecology,International Water Management Institute,Full Time,https://wuzzuf.net/jobs/p/1uUPpXO9C5tT-Regional-Researcher---Feminist-Political-Economy-and-Ecology-International-Water-Management-Institute-Cairo-Egypt,"International Water Management Institute - Cairo, Egypt 23 days ago",,Egypt,Cairo,,Data Entry,0.2084735482931137
302,302,Inventory Controller,floward,Full Time,https://wuzzuf.net/jobs/p/CeolWBuct9zT-Inventory-Controller-floward-Cairo-Egypt,"floward - Cairo, Egypt 23 days ago",,Egypt,Cairo,,Data Entry,0.2388153076171875
303,303,Quality Coach Customer Care,Hands of Hope Physical Therapy & Wellness,Full Time,https://wuzzuf.net/jobs/p/ax3PQG5kTTOw-Quality-Coach-Customer-Care-Hands-of-Hope-Physical-Therapy-Wellness-Cairo-Egypt,"Hands of Hope Physical Therapy & Wellness - Cairo, Egypt 23 days ago",,Egypt,Cairo,,Business Analyst,0.2621181607246399
304,304,Senior Backend Developer,Confidential,Full Time,https://wuzzuf.net/jobs/p/iYMOVY3LMHxY-Senior-Backend-Developer-Cairo-Egypt,"Confidential - Maadi, Cairo, Egypt 23 days ago",,Egypt, Cairo,Maadi,Data Engineer,0.34248238801956177
305,305,Backend Developer,Bright Vision  ,Full Time,https://wuzzuf.net/jobs/p/jjMamblWan95-Backend-Developer-Bright-Vision-Giza-Egypt,"Bright Vision   - Giza, Giza, Egypt 16 days ago",,Egypt, Giza,,Data Engineer,0.42199498414993286
306,306,Junior Backend Developer,Confidential,Full Time,https://wuzzuf.net/jobs/p/hhy8h96Jphri-Junior-Backend-Developer-Cairo-Egypt,"Confidential - Maadi, Cairo, Egypt 23 days ago",,Egypt, Cairo,Maadi,Data Engineer,0.36507681012153625
307,307,HR Operations Associate,EL-RAYA,Full Time,https://wuzzuf.net/jobs/p/XaWcTGih7hIf-HR-Operations-Associate-EL-RAYA-Gharbia-Egypt,"EL-RAYA - Tanta, Gharbia, Egypt 26 days ago",,Egypt,Gharbiya,Tanta,Business Analyst,0.2566165030002594
308,308,Fulfillment Manager,Mashreqbank PSC,Full Time,https://wuzzuf.net/jobs/p/ZkhIvUxOeRjt-Fulfillment-Manager-Mashreqbank-PSC-Cairo-Egypt,"Mashreqbank PSC - Cairo, Egypt 28 days ago",,Egypt,Cairo,,Business Analyst,0.20600378513336182
309,309,Accountant - Tanta,EL-RAYA,Full Time,https://wuzzuf.net/jobs/p/Dpbh27RPqHTX-Accountant---Tanta-EL-RAYA-Gharbia-Egypt,"EL-RAYA - Tanta, Gharbia, Egypt 26 days ago",,Egypt,Gharbiya,Tanta,Business Analyst,0.4845815598964691
310,310,English Customer Service Associate,Amazon CS Egypt,Full Time,https://wuzzuf.net/jobs/p/q5BLZMiaXdtj-English-Customer-Service-Associate-Amazon-CS-Egypt-Cairo-Egypt,"Amazon CS Egypt - New Cairo, Cairo, Egypt 17 days ago",,Egypt, Cairo,New Cairo,Data Entry,0.31989380717277527
311,311,English Customer Service Associate - Australian Marketplace,Amazon CS Egypt,Full Time,https://wuzzuf.net/jobs/p/BqWEnlARltzs-English-Customer-Service-Associate---Australian-Marketplace-Amazon-CS-Egypt-Cairo-Egypt,"Amazon CS Egypt - New Cairo, Cairo, Egypt 17 days ago",,Egypt, Cairo,New Cairo,Data Entry,0.29639893770217896
312,312,Technical Support Specialist,Rashideen Egypt for Trade ,Full Time,https://wuzzuf.net/jobs/p/DKAkZLA5vHrL-Technical-Support-Specialist-Rashideen-Egypt-for-Trade-Cairo-Egypt,"Rashideen Egypt for Trade  - Cairo, Egypt 26 days ago",,Egypt,Cairo,,Data Engineer,0.2239348441362381
313,313,Information Security Engineer,Confidential,Full Time,https://wuzzuf.net/jobs/p/tyjOfBjszXMg-Information-Security-Engineer-Giza-Egypt,"Confidential - Giza, Egypt 17 days ago",,Egypt,Giza,,Data Architect,0.21858379244804382
314,314,Finance Manager,Powerline,Full Time,https://wuzzuf.net/jobs/p/W8KRxCDXtbzh-Finance-Manager-Powerline-Cairo-Egypt,"Powerline - Heliopolis, Cairo, Egypt 17 days ago",,Egypt, Cairo,,Business Analyst,0.3982562720775604
315,315,IT Associate,Shotmed,Full Time,https://wuzzuf.net/jobs/p/sYEUDDjQThEP-IT-Associate-Shotmed-Cairo-Egypt,"Shotmed - Cairo, Egypt 24 days ago",,Egypt,Cairo,,Data Engineer,0.19920895993709564
317,317,Production Manager,Decorative Glass And Arab Union Glass Group,Full Time,https://wuzzuf.net/jobs/p/d1DY3IaZUMmP-Production-Manager-Decorative-Glass-And-Arab-Union-Glass-Group-Cairo-Egypt,"Decorative Glass And Arab Union Glass Group - New Cairo, Cairo, Egypt 24 days ago",,Egypt, Cairo,New Cairo,Business Analyst,0.21686680614948273
318,318,Retail Sales Manager,Confidential,Full Time,https://wuzzuf.net/jobs/p/92g55Om2KToS-Retail-Sales-Manager-Giza-Egypt,"Confidential - 6th of October, Giza, Egypt 18 days ago",,Egypt, Giza,,Business Analyst,0.2750886380672455
319,319,Full Stack Developer - Remote,Sequel Solutions,Internship,https://wuzzuf.net/internship/ozI5EBHrIHHF-Full-Stack-Developer---Remote-Sequel-Solutions-Cairo-Egypt,"Sequel Solutions - Cairo, Egypt 18 days ago",,Egypt,Cairo,,Business Analyst,0.19611690938472748
320,320,Media buyer Manager,Pioneers Now,Full Time,https://wuzzuf.net/jobs/p/L2hh9OWjclbd-Media-buyer-Manager-Pioneers-Now-Cairo-Egypt,"Pioneers Now - Nasr City, Cairo, Egypt 18 days ago",,Egypt, Cairo,Nasr City,Business Analyst,0.29266804456710815
321,321,Tax Accountant,Confidential,Full Time,https://wuzzuf.net/jobs/p/K3GLkV5z4iIg-Tax-Accountant-Cairo-Egypt,"Confidential - Sheraton, Cairo, Egypt 18 days ago",,Egypt, Cairo,Sheraton,Business Analyst,0.26073595881462097
322,322,Software Application Support Engineer,Softec Technologies,Full Time,https://wuzzuf.net/jobs/p/ErlIeh0nG3ib-Software-Application-Support-Engineer-Softec-Technologies-Cairo-Egypt,"Softec Technologies - Maadi, Cairo, Egypt 18 days ago",,Egypt, Cairo,Maadi,Data Engineer,0.1829504817724228
323,323,Costing Section Head,Mediterraneo Trading,Full Time,https://wuzzuf.net/jobs/p/Rin1UI5h1iPM-Costing-Section-Head-Mediterraneo-Trading-Cairo-Egypt,"Mediterraneo Trading - New Cairo, Cairo, Egypt 24 days ago",,Egypt, Cairo,New Cairo,Business Analyst,0.40516936779022217
324,324,"Vendor Consultant, Spanish, AVS-NOP",Amazon MENA,Full Time,https://wuzzuf.net/jobs/p/kGBAynH5MOSc-Vendor-Consultant-Spanish-AVS-NOP-Amazon-MENA-Cairo-Egypt,"Amazon MENA - Cairo, Egypt 25 days ago",,Egypt,Cairo,,Business Analyst,0.3354780077934265
325,325,Flutter developer,AGG information technology,Full Time,https://wuzzuf.net/jobs/p/2CBmD6Rmgj5d-Flutter-developer-AGG-information-technology-Cairo-Egypt,"AGG information technology - Nasr City, Cairo, Egypt 18 days ago",,Egypt, Cairo,Nasr City,Data Entry,0.23335374891757965
326,326,AI Developer,LINK Development,Full Time,https://wuzzuf.net/jobs/p/rDPcSkLLKFHF-AI-Developer-LINK-Development-Cairo-Egypt,"LINK Development - Cairo, Egypt 25 days ago",,Egypt,Cairo,,Data Scientist,0.43319812417030334
327,327,Senior Project Control and Planning Engineer (Head office),AlGammal Contracting,Full Time,https://wuzzuf.net/jobs/p/OBm1h6x5xgeG-Senior-Project-Control-and-Planning-Engineer-Head-office-AlGammal-Contracting-Cairo-Egypt,"AlGammal Contracting - Katameya, Cairo, Egypt 19 days ago",,Egypt, Cairo,Katameya,Business Analyst,0.23208236694335938
328,328,Senior Full Stack Developer (Java-Angular),Sceel.io,Full Time,https://wuzzuf.net/jobs/p/WUGjBr24S9DM-Senior-Full-Stack-Developer-Java-Angular-Sceel-io-Cairo-Egypt,"Sceel.io - Maadi, Cairo, Egypt 19 days ago",,Egypt, Cairo,Maadi,Business Analyst,0.2283032089471817
329,329,"Office Manager ,Admin.(Female only).",Attract Textile & Leather Production,Full Time,https://wuzzuf.net/jobs/p/o6zmxn7o198x-Office-Manager-AdminFemale-only-Attract-Textile-Leather-Production-Cairo-Egypt,"Attract Textile & Leather Production - Heliopolis, Cairo, Egypt 19 days ago",,Egypt, Cairo,,Data Entry,0.2605728507041931
330,330,Marketing Administrator,siag group,Full Time,https://wuzzuf.net/jobs/p/ZD8agmfjYwwf-Marketing-Administrator-siag-group-Damietta-Egypt,"siag group - New Damietta, Damietta, Egypt 25 days ago",,Egypt, Damietta,New Damietta,Business Analyst,0.3944067656993866
331,331,Call Center Team Lead,Kashier Payment Solutions,Full Time,https://wuzzuf.net/jobs/p/BN8phuLSFlrz-Call-Center-Team-Lead-Kashier-Payment-Solutions-Cairo-Egypt,"Kashier Payment Solutions - Zamalek, Cairo, Egypt 19 days ago",,Egypt, Cairo,Zamalek,Business Analyst,0.22412529587745667
332,332,Senior Quality Assurance Officer ( Business Process ),Confidential,Full Time,https://wuzzuf.net/jobs/p/9NnOQrLN5jmC-Senior-Quality-Assurance-Officer-Business-Process-Cairo-Egypt,"Confidential - Cairo, Egypt 25 days ago",,Egypt,Cairo,,Business Analyst,0.3362658619880676
333,333,Senior Planning and Cost Control Engineer,AlGammal Contracting,Full Time,https://wuzzuf.net/jobs/p/MFEIxsY0hsD4-Senior-Planning-and-Cost-Control-Engineer-AlGammal-Contracting-South-Sinai-Egypt,"AlGammal Contracting - taba, South Sinai, Egypt 19 days ago",,Egypt, South Sinai,taba,Business Analyst,0.45422399044036865
334,334,Developer and Support of Applications and Software Solutions,Confidential,Full Time,https://wuzzuf.net/jobs/p/zzNdHSgswpFS-Developer-and-Support-of-Applications-and-Software-Solutions-Cairo-Egypt,"Confidential - Cairo, Egypt 25 days ago",,Egypt,Cairo,,Data Engineer,0.2168550342321396
